refno,tag,unit,fluid,seq,spec,pid,strlvl,cnote,insulation
=17384/7531,VO-WO-18102,VO,WO,18102,AA3,VO-00030-181-1,unset,unset,NT
=17384/7536,VO-WO-26001,VO,WO,26001,AA3,VO-00030-260-1,unset,unset,NT
=17384/7541,XT-AC-04001,XT,AC,04001,AKA,XT-00020-040-01,unset,unset,TE
=17384/7546,XT-AC-04004,XT,AC,04004,AKA,XT-00020-040-01,unset,unset,TE
=17384/7551,XT-AC-04005,XT,AC,04005,AKA,XT-00020-040-01,unset,unset,TE
=17384/7556,XT-AC-04008,XT,AC,04008,AKA,XT-00020-040-01,unset,unset,NT
=17384/7561,XT-AC-04011,XT,AC,04011,AKA,XT-00020-040-03,unset,unset,NT
=17384/7566,XT-AC-04012,XT,AC,04012,AKA,XT-00020-040-03,unset,unset,NT
=17384/7571,XT-AC-10169,XT,AC,10169,AKA,XT-00020-101-02,unset,unset,NT
=17384/7576,XT-AC-10170,XT,AC,10170,AKA,XT-00020-101-02,unset,unset,NT
=17384/7581,XT-AC-10171,XT,AC,10171,AKA,XT-00020-101-02,unset,unset,NT
=17384/7586,XT-AC-20144,XT,AC,20144,AKA,XT-00020-201-04,unset,unset,NT
=17384/7591,XT-AC-20146,XT,AC,20146,AKA,XT-00020-201-04,unset,unset,NT
=17384/7596,XT-AC-20147,XT,AC,20147,AKA,XT-00020-201-04,unset,unset,NT
=17384/7601,XT-AC-20224,XT,AC,20224,AKA,XT-00020-202-03,unset,unset,NT
=17384/7606,XT-AC-20225,XT,AC,20225,AKA,XT-00020-202-03,unset,unset,NT
=17384/7611,XT-AC-20226,XT,AC,20226,AKA,XT-00020-202-03,unset,unset,NT
=17384/7616,XT-AC-30132,XT,AC,30132,AKA,XT-00020-301-01,unset,unset,NT
=17384/7621,XT-AC-30134,XT,AC,30134,AKA,XT-00020-301-01,unset,unset,NT
=17384/7626,XT-AC-40173,XT,AC,40173,AKA,XT-00020-401-01,unset,unset,NT
=17384/7631,XT-AC-40174,XT,AC,40174,AKA,XT-00020-401-01,unset,unset,HC
=17384/7636,XT-AC-40208,XT,AC,40208,AKA,XT-00020-402-01,unset,unset,HC
=17384/7641,XT-AC-40209,XT,AC,40209,AKA,XT-00020-402-01,unset,unset,unset
=17384/7646,XT-AC-40224,XT,AC,40224,AKA,XT-00020-402-02,unset,unset,HC
=17384/7651,XT-AC-40225,XT,AC,40225,AKA,XT-00020-402-02,unset,unset,NT
=17384/7656,XT-AC-40258,XT,AC,40258,AKA,XT-00020-402-01,unset,unset,NT
=17384/7661,XT-AC-40259,XT,AC,40259,AKA,XT-00020-402-02,unset,unset,NT
=17384/7666,XT-AV-02010,XT,AV,02010,AJA,XT-00020-020-01,unset,unset,NT
=17384/7671,XT-AV-10114,XT,AV,10114,PT10,XT-00020-101-02,unset,unset,EP
=17384/7676,XT-AV-10119,XT,AV,10119,PT10,XT-00020-101-03,unset,unset,HC
=17384/7681,XT-AV-10123,XT,AV,10123,PT10,XT-00020-101-03,unset,unset,EP
=17384/7686,XT-AV-10129,XT,AV,10129,PT10,XT-00020-101-04,unset,unset,EP
=17384/7691,XT-AV-10133,XT,AV,10133,PT10,XT-00020-101-04,unset,unset,EP
=17384/7696,XT-AV-10139,XT,AV,10139,PT10,XT-00020-101-05,unset,unset,EP
=17384/7701,XT-AV-10143,XT,AV,10143,PT10,XT-00020-101-05,unset,unset,EP
=17384/7706,XT-AV-10144,XT,AV,10144,PT10,XT-00020-101-02,unset,unset,HC
=17384/7711,XT-AV-10154,XT,AV,10154,PT10,XT-00020-101-06,unset,unset,NT
=17384/7716,XT-AV-10202,XT,AV,10202,AKA,XT-00020-102-01,unset,unset,NT
=17384/7721,XT-AV-10220,XT,AV,10220,AKA,XT-00020-102-02,unset,unset,PP
=17384/7726,XT-AV-10224,XT,AV,10224,AA3,XT-00020-102-03,unset,unset,NT
=17384/7731,XT-AV-10225,XT,AV,10225,AA3,XT-00020-102-03,unset,unset,NT
=17384/7736,XT-AV-10240,XT,AV,10240,AKA,XT-00020-102-03,unset,unset,PP
=17384/7741,XT-AV-10251,XT,AV,10251,AKA,XT-00020-102-05,unset,unset,PP
=17384/7746,XT-AV-10252,XT,AV,10252,AKA,XT-00020-102-05,unset,unset,PP
=17384/7751,XT-AV-10253,XT,AV,10253,AKA,XT-00020-102-05,unset,unset,NT
=17384/7756,XT-AV-10254,XT,AV,10254,AKA,XT-00020-102-05,unset,unset,NT
=17384/7761,XT-AV-10259,XT,AV,10259,AKA,XT-00020-102-05,unset,unset,NT
=17384/7766,XT-AV-10266,XT,AV,10266,AKA,XT-00020-102-05,unset,unset,NT
=17384/7771,XT-AV-10278,XT,AV,10278,AKA,XT-00020-102-03,unset,unset,PP
=17384/7776,XT-AV-20253,XT,AV,20253,AJA,XT-00020-202-04,unset,unset,NT
=17384/7781,XT-AV-20258,XT,AV,20258,AJA,XT-00020-202-04,unset,unset,NT
=17384/7786,XT-AV-20259,XT,AV,20259,AJA,XT-00020-202-04,unset,unset,NT
=17384/7791,XT-AV-30135,XT,AV,30135,AJA,XT-00020-301-03,unset,unset,HC
=17384/7796,XT-AV-30136,XT,AV,30136,AJA,XT-00020-301-04,unset,unset,HC
=17384/7801,XT-AV-30173,XT,AV,30173,AJA,XT-00020-301-06,unset,unset,PP
=17384/7806,XT-AV-30186,XT,AV,30186,AJA,XT-00020-301-06,unset,unset,PP
=17384/7811,XT-AV-30209,XT,AV,30209,AJA,XT-00020-302-01,unset,unset,HC
=17384/7816,XT-AV-30244,XT,AV,30244,AJA,XT-00020-302-03,unset,unset,PP
=17384/7821,XT-AV-30257,XT,AV,30257,AJA,XT-00020-302-04,unset,unset,NT
=17384/7826,XT-AV-30259,XT,AV,30259,AJA,XT-00020-302-04,unset,unset,NT
=17384/7831,XT-AV-30262,XT,AV,30262,AJA,XT-00020-302-04,unset,unset,NT
=17384/7836,XT-AV-30279,XT,AV,30279,AJA,XT-00020-302-04,unset,unset,NT
=17384/7841,XT-AV-30283,XT,AV,30283,AJA,XT-00020-301-04,unset,unset,HC
=17384/7846,XT-AV-30290,XT,AV,30290,AJA,XT-00020-302-01,unset,unset,HC
=17384/7853,XT-AV-30295,XT,AV,30295,AJA,XT-00020-302-01,unset,unset,NT
=17384/7858,XT-AV-30298,XT,AV,30298,AJA,XT-00020-302-03,unset,unset,NT
=17384/7863,XT-AV-40114,XT,AV,40114,AA3,XT-00020-401-02,unset,unset,NT
=17384/7868,XT-AV-40115,XT,AV,40115,AKA,XT-00020-401-02,unset,unset,TL
=17384/7873,XT-AV-40125,XT,AV,40125,AKA,XT-00020-401-03,unset,unset,TL
=17384/7878,XT-AV-40127,XT,AV,40127,AKA,XT-00020-401-03,unset,unset,TL
=17384/7883,XT-AV-40138,XT,AV,40138,AKA,XT-00020-401-03,unset,unset,TL
=17384/7888,XT-AV-40140,XT,AV,40140,AKA,XT-00020-401-03,unset,unset,TL
=17384/7893,XT-AV-40150,XT,AV,40150,AKA,XT-00020-401-01,unset,unset,unset
=17384/7898,XT-AV-40151,XT,AV,40151,AKA,XT-00020-401-03,unset,unset,TL
=17384/7903,XT-AV-40153,XT,AV,40153,AKA,XT-00020-401-03,unset,unset,TL
=17384/7908,XT-AV-40164,XT,AV,40164,AKA,XT-00020-401-04,unset,unset,TL
=17384/7913,XT-AV-40166,XT,AV,40166,AKA,XT-00020-401-04,unset,unset,TL
=17384/7918,XT-AV-40170,XT,AV,40170,AKA,XT-00020-401-03,unset,unset,TL
=17384/7923,XT-AV-40171,XT,AV,40171,AKA,XT-00020-401-03,unset,unset,TL
=17384/7928,XT-AV-40178,XT,AV,40178,AKA,XT-00020-401-02,unset,unset,TL
=17384/7933,XT-AV-40183,XT,AV,40183,AKA,XT-00020-401-04,unset,unset,TL
=17384/7938,XT-AV-40238,XT,AV,40238,AKA,XT-00020-402-03,unset,unset,TL
=17384/7943,XT-AV-40242,XT,AV,40242,AKA,XT-00020-402-03,unset,unset,NT
=17384/7948,XT-AV-40243,XT,AV,40243,AKA,XT-00020-402-03,unset,unset,NT
=17384/7953,XT-AV-40248,XT,AV,40248,AKA,XT-00020-402-03,unset,unset,unset
=17384/7958,XT-AV-40250,XT,AV,40250,AKA,XT-00020-402-03,unset,unset,HC
=17384/7963,XT-BW-00102,XT,BW,00102,AJA,XT-00030-006-01,unset,unset,HC
=17384/7968,XT-BW-00211,XT,BW,00211,AJA,XT-00020-020-01,unset,unset,PP
=17384/7973,XT-BW-00601,XT,BW,00601,AJA,XT-00030-006-01,unset,unset,HC
=17384/7978,XT-BW-02001,XT,BW,02001,AJA,XT-00020-020-01,unset,unset,HC
=17384/7983,XT-BW-02003,XT,BW,02003,AJA,XT-00020-020-01,unset,unset,HC
=17384/7988,XT-BW-02005,XT,BW,02005,AJA,XT-00020-020-01,unset,unset,HC
=17384/7993,XT-BW-02006,XT,BW,02006,AJA,XT-00020-020-01,unset,unset,HC
=17384/7998,XT-BW-02009,XT,BW,02009,AJA,XT-00020-020-01,unset,unset,HC
=17384/8003,XT-BW-10150,XT,BW,10150,AJA,XT-00020-101-03,unset,unset,HC
=17384/8008,XT-BW-10151,XT,BW,10151,AJA,XT-00020-101-04,unset,unset,HC
=17384/8013,XT-BW-10166,XT,BW,10166,AJA,XT-00020-101-02,unset,unset,HC
=17384/8018,XT-BW-20124,XT,BW,20124,AJA,XT-00020-201-03,unset,unset,HC
=17384/8023,XT-BW-20130,XT,BW,20130,AJA,XT-00020-201-03,unset,unset,HC
=17384/8028,XT-BW-20145,XT,BW,20145,AJA,XT-00020-201-04,unset,unset,HC
=17384/8033,XT-BW-20148,XT,BW,20148,AJA,XT-00020-201-04,unset,unset,HC
=17384/8038,XT-BW-20161,XT,BW,20161,AJA,XT-00020-201-03,unset,unset,HC
=17384/8043,XT-BW-20212,XT,BW,20212,AJA,XT-00020-202-03,unset,unset,unset
=17384/8048,XT-BW-20214,XT,BW,20214,AJA,XT-00020-202-03,unset,unset,HC
=17384/8053,XT-BW-20215,XT,BW,20215,AJA,XT-00020-202-03,unset,unset,HC
=17384/8058,XT-BW-20218,XT,BW,20218,AJA,XT-00020-202-01,unset,unset,HC
=17384/8063,XT-BW-20249,XT,BW,20249,AJA,XT-00020-202-03,unset,unset,HC
=17384/8068,XT-BW-20250,XT,BW,20250,AKA,XT-00020-202-03,unset,unset,HC
=17384/8073,XT-BW-20280,XT,BW,20280,AJA,XT-00020-202-03,unset,unset,NT
=17384/8078,XT-BW-20284,XT,BW,20284,AJA,XT-00020-202-03,unset,unset,HC
=17384/8083,XT-BW-40201,XT,BW,40201,AKA,XT-00020-402-01,unset,unset,HC
=17384/8088,XT-BW-40212,XT,BW,40212,AJA,XT-00020-402-01,unset,unset,NT
=17384/8093,XT-BW-40215,XT,BW,40215,AKA,XT-00020-402-02,unset,unset,HC
=17384/8098,XT-BW-40228,XT,BW,40228,AJA,XT-00020-402-02,unset,unset,NT
=17384/8103,XT-BW-40256,XT,BW,40256,AJA,XT-00020-402-01,unset,unset,HC
=17384/8108,XT-BW-40257,XT,BW,40257,AJA,XT-00020-402-02,unset,unset,HC
=17384/8113,XT-CF-10222,XT,CF,10222,AKA,XT-00020-102-03,unset,unset,TL
=17384/8118,XT-CF-10223,XT,CF,10223,AKA,XT-00020-102-03,unset,unset,NT
=17384/8123,XT-CF-30130,XT,CF,30130,AA3,XT-00020-301-03,unset,unset,NT
=17384/8128,XT-CF-30131,XT,CF,30131,AA3,XT-00020-301-04,unset,unset,NT
=17384/8133,XT-CF-30204,XT,CF,30204,AA3,XT-00020-302-01,unset,unset,NT
=17384/8138,XT-CF-30205,XT,CF,30205,AA3,XT-00020-302-01,unset,unset,TL
=17384/8143,XT-CF-40113,XT,CF,40113,AKA,XT-00020-401-02,unset,unset,NT
=17384/8148,XT-CL-04006,XT,CL,04006,AA5M,XT-00020-040-02,unset,unset,TE
=17384/8153,XT-CL-04007,XT,CL,04007,AA5M,XT-00020-040-02,unset,unset,TE
=17384/8158,XT-CL-04009,XT,CL,04009,AA5M,XT-00020-040-02,unset,unset,TE
=17384/8163,XT-CL-04010,XT,CL,04010,AA5M,XT-00020-040-02,unset,unset,TE
=17384/8168,XT-CL-10302,XT,CL,10302,AA5M,XT-00020-103-01,unset,unset,TE
=17384/8173,XT-CL-10303,XT,CL,10303,AA5M,XT-00020-103-01,unset,unset,TE
=17384/8178,XT-CL-10306,XT,CL,10306,AA5M,XT-00020-103-01,unset,unset,TE
=17384/8183,XT-CL-10308,XT,CL,10308,AKA,XT-00020-103-01,unset,unset,TE
=17384/8188,XT-CL-20278,XT,CL,20278,AA5M,XT-00020-202-01,unset,unset,TE
=17384/8193,XT-CWR-10257,XT,CWR,10257,AA3D,XT-00020-102-05,unset,unset,NT
=17384/8198,XT-CWR-00402,XT,CWR,00402,AA3D,XT-00030-004-01,unset,unset,NT
=17384/8203,XT-CWR-10258,XT,CWR,10258,AA3D,XT-00020-102-05,unset,unset,NT
=17384/8208,XT-CWR-10261,XT,CWR,10261,AA3D,XT-00020-102-05,unset,unset,NT
=17384/8213,XT-CWR-10264,XT,CWR,10264,AA3D,XT-00020-102-05,unset,unset,NT
=17384/8218,XT-CWR-10269,XT,CWR,10269,AKA,XT-00020-102-05,unset,unset,TL
=17384/8223,XT-CWR-20255,XT,CWR,20255,AA3D,XT-00020-202-04,unset,unset,NT
=17384/8228,XT-CWR-20261,XT,CWR,20261,AA3D,XT-00020-202-04,unset,unset,unset
=17384/8233,XT-CWR-30255,XT,CWR,30255,AA3D,XT-00020-302-04,unset,unset,NT
=17384/8238,XT-CWR-30260,XT,CWR,30260,AA3D,XT-00020-302-04,unset,unset,NT
=17384/8243,XT-CWR-40240,XT,CWR,40240,AA3D,XT-00020-402-03,unset,unset,NT
=17384/8248,XT-CWR-40245,XT,CWR,40245,AA3D,XT-00020-402-03,unset,unset,NT
=17384/8253,XT-CWR-40265,XT,CWR,40265,AA3D,XT-00020-402-03,unset,unset,NT
=17384/8258,XT-CWS-10256,XT,CWS,10256,AA3D,XT-00020-102-05,unset,unset,NT
=17384/8263,XT-CWS-00401,XT,CWS,00401,AA3D,XT-00030-004-01,unset,unset,NT
=17384/8268,XT-CWS-10260,XT,CWS,10260,AA3D,XT-00020-102-05,unset,unset,NT
=17384/8273,XT-CWS-10263,XT,CWS,10263,AA3D,XT-00020-102-05,unset,unset,NT
=17384/8278,XT-CWS-20139,XT,CWS,20139,AA3D,XT-00020-201-03,unset,unset,NT
=17384/8283,XT-CWS-20211,XT,CWS,20211,AA3D,XT-00020-202-01,unset,unset,NT
=17384/8288,XT-CWS-20256,XT,CWS,20256,AA3D,XT-00020-202-04,unset,unset,NT
=17384/8293,XT-CWS-20260,XT,CWS,20260,AA3D,XT-00020-202-04,unset,unset,NT
=17384/8298,XT-CWS-20279,XT,CWS,20279,AA3D,XT-00020-202-03,unset,unset,NT
=17384/8303,XT-CWS-30256,XT,CWS,30256,AA3D,XT-00020-302-04,unset,unset,NT
=17384/8308,XT-CWS-30261,XT,CWS,30261,AA3D,XT-00020-302-04,unset,unset,NT
=17384/8313,XT-CWS-40211,XT,CWS,40211,AA3D,XT-00020-402-01,unset,unset,NT
=17384/8318,XT-CWS-40227,XT,CWS,40227,AA3D,XT-00020-402-02,unset,unset,NT
=17384/8323,XT-CWS-40239,XT,CWS,40239,AA3D,XT-00020-402-03,unset,unset,NT
=17384/8328,XT-CWS-40244,XT,CWS,40244,AA3D,XT-00020-402-03,unset,unset,NT
=17384/8333,XT-EW-00301,XT,EW,00301,AJA,XT-00030-003-01,unset,unset,NT
=17384/8338,XT-EW-01001,XT,EW,01001,AJA,XT-00020-010-01,unset,unset,NT
=17384/8343,XT-EW-01002,XT,EW,01002,AJA,XT-00020-010-01,unset,unset,NT
=17384/8348,XT-EW-01003,XT,EW,01003,AJA,XT-00020-010-01,unset,unset,NT
=17384/8353,XT-EW-01005,XT,EW,01005,AJA,XT-00020-010-01,unset,unset,NT
=17384/8358,XT-EW-01007,XT,EW,01007,AJA,XT-00020-010-01,unset,unset,NT
=17384/8363,XT-HO-00801,XT,HO,00801,AA3,XT-00030-008-01,unset,unset,HC
=17384/8368,XT-HO-00802,XT,HO,00802,AA3,XT-00030-008-01,unset,unset,HC
=17384/8373,XT-HO-40122,XT,HO,40122,AA3,XT-00020-401-03,unset,unset,HC
=17384/8378,XT-HO-40123,XT,HO,40123,AA3,XT-00020-401-03,unset,unset,HC
=17384/8383,XT-HO-40135,XT,HO,40135,AA3,XT-00020-401-03,unset,unset,HC
=17384/8388,XT-HO-40136,XT,HO,40136,AA3,XT-00020-401-03,unset,unset,HC
=17384/8393,XT-HO-40148,XT,HO,40148,AA3,XT-00020-401-03,unset,unset,HC
=17384/8398,XT-HO-40149,XT,HO,40149,AA3,XT-00020-401-03,unset,unset,HC
=17384/8403,XT-HO-40161,XT,HO,40161,AA3,XT-00020-401-04,unset,unset,HC
=17384/8408,XT-HO-40162,XT,HO,40162,AA3,XT-00020-401-04,unset,unset,HC
=17384/8413,XT-IA-00901,XT,IA,00901,ACA,XT-00030-009-01,unset,unset,NT
=17384/8418,XT-LC-00107,XT,LC,00107,AA3,XT-00030-001-01,unset,unset,HC
=17384/8423,XT-LC-02004,XT,LC,02004,AA3,XT-00020-020-01,unset,unset,HC
=17384/8428,XT-LC-03005,XT,LC,03005,AA3,XT-00020-030-01,unset,unset,HC
=17384/8433,XT-LC-04002,XT,LC,04002,AA3,XT-00020-040-01,unset,unset,HC
=17384/8438,XT-LC-10104,XT,LC,10104,AA3,XT-00020-101-01,unset,unset,HC
=17384/8443,XT-LC-10106,XT,LC,10106,AA3,XT-00020-101-01,unset,unset,HC
=17384/8448,XT-LC-10110,XT,LC,10110,AA3,XT-00020-101-01,unset,unset,HC
=17384/8453,XT-LC-10124,XT,LC,10124,AA3,XT-00020-101-03,unset,unset,HC
=17384/8458,XT-LC-10134,XT,LC,10134,AA3,XT-00020-101-04,unset,unset,HC
=17384/8463,XT-LC-10145,XT,LC,10145,AA3,XT-00020-101-05,unset,unset,HC
=17384/8468,XT-LC-10157,XT,LC,10157,AA3,XT-00020-101-01,unset,unset,HC
=17384/8473,XT-LC-10158,XT,LC,10158,AA3,XT-00020-101-01,unset,unset,HC
=17384/8478,XT-LC-10203,XT,LC,10203,AA3,XT-00020-102-01,unset,unset,HC
=17384/8483,XT-LC-10209,XT,LC,10209,AA3,XT-00020-102-01,unset,unset,HC
=17384/8488,XT-LC-10211,XT,LC,10211,AA3,XT-00020-102-01,unset,unset,HC
=17384/8493,XT-LC-10213,XT,LC,10213,AA3,XT-00020-102-02,unset,unset,HC
=17384/8498,XT-LC-10216,XT,LC,10216,AA3,XT-00020-102-02,unset,unset,HC
=17384/8503,XT-LC-10221,XT,LC,10221,AA3,XT-00020-102-03,unset,unset,HC
=17384/8508,XT-LC-10243,XT,LC,10243,AA3,XT-00020-102-05,unset,unset,HC
=17384/8513,XT-LC-10248,XT,LC,10248,AA3,XT-00020-102-05,unset,unset,HC
=17384/8518,XT-LC-10272,XT,LC,10272,AA3,XT-00020-102-03,unset,unset,TL
=17384/8523,XT-LC-20107,XT,LC,20107,AA3,XT-00020-201-01,unset,unset,HC
=17384/8528,XT-LC-20116,XT,LC,20116,AA3,XT-00020-201-01,unset,unset,HC
=17384/8533,XT-LC-20142,XT,LC,20142,AA3,XT-00020-201-04,unset,unset,HC
=17384/8538,XT-LC-20221,XT,LC,20221,AA3,XT-00020-202-01,unset,unset,HC
=17384/8543,XT-LC-20243,XT,LC,20243,AA3,XT-00020-202-04,unset,unset,HC
=17384/8548,XT-LC-20251,XT,LC,20251,AA3,XT-00020-202-04,unset,unset,HC
=17384/8553,XT-LC-20264,XT,LC,20264,AA3,XT-00020-202-02,unset,unset,HC
=17384/8558,XT-LC-30103,XT,LC,30103,AA3,XT-00020-301-02,unset,unset,HC
=17384/8563,XT-LC-30105,XT,LC,30105,AA3,XT-00020-301-02,unset,unset,HC
=17384/8568,XT-LC-30106,XT,LC,30106,AA3,XT-00020-301-02,unset,unset,HC
=17384/8573,XT-LC-30114,XT,LC,30114,AA3,XT-00020-301-01,unset,unset,HC
=17384/8578,XT-LC-30124,XT,LC,30124,AA3,XT-00020-301-03,unset,unset,HC
=17384/8583,XT-LC-30138,XT,LC,30138,AA3,XT-00020-301-04,unset,unset,HC
=17384/8588,XT-LC-30140,XT,LC,30140,AA3,XT-00020-301-04,unset,unset,HC
=17384/8593,XT-LC-30153,XT,LC,30153,AA3,XT-00020-301-05,unset,unset,HC
=17384/8598,XT-LC-30174,XT,LC,30174,AA3,XT-00020-301-06,unset,unset,HC
=17384/8603,XT-LC-30178,XT,LC,30178,AA3,XT-00020-301-06,unset,unset,HC
=17384/8608,XT-LC-30208,XT,LC,30208,AA3,XT-00020-302-01,unset,unset,HC
=17384/8613,XT-LC-30210,XT,LC,30210,AA3,XT-00020-302-01,unset,unset,HC
=17384/8618,XT-LC-30238,XT,LC,30238,AA3,XT-00020-302-02,unset,unset,HC
=17384/8623,XT-LC-30245,XT,LC,30245,AA3,XT-00020-302-03,unset,unset,HC
=17384/8628,XT-LC-30249,XT,LC,30249,AA3,XT-00020-302-03,unset,unset,HC
=17384/8633,XT-LC-30275,XT,LC,30275,AA3,XT-00020-302-03,unset,unset,HC
=17384/8638,XT-LC-30277,XT,LC,30277,AA3,XT-00020-302-03,unset,unset,HC
=17384/8643,XT-LC-40102,XT,LC,40102,AA3,XT-00020-401-01,unset,unset,HC
=17384/8648,XT-LC-40107,XT,LC,40107,AA3,XT-00020-401-01,unset,unset,HC
=17384/8653,XT-LC-40119,XT,LC,40119,AA3,XT-00020-401-03,unset,unset,HC
=17384/8658,XT-LC-40132,XT,LC,40132,AA3,XT-00020-401-03,unset,unset,HC
=17384/8663,XT-LC-40145,XT,LC,40145,AA3,XT-00020-401-03,unset,unset,HC
=17384/8668,XT-LC-40158,XT,LC,40158,AA3,XT-00020-401-04,unset,unset,HC
=17384/8673,XT-LC-40176,XT,LC,40176,AA3,XT-00020-401-02,unset,unset,HC
=17384/8678,XT-LC-40182,XT,LC,40182,AA3,XT-00020-401-04,unset,unset,HC
=17384/8683,XT-LC-40190,XT,LC,40190,AA3,XT-00020-401-01,unset,unset,HC
=17384/8688,XT-LC-40218,XT,LC,40218,AA3,XT-00020-402-03,unset,unset,HC
=17384/8693,XT-LC-40233,XT,LC,40233,AA3,XT-00020-402-03,unset,unset,HC
=17384/8698,XT-LC-40260,XT,LC,40260,AA3,XT-00020-402-02,unset,unset,HC
=17384/8703,XT-LS-00101,XT,LS,00101,AA3,XT-00030-001-01,unset,unset,HC
=17384/8708,XT-LS-00103,XT,LS,00103,AA3,XT-00030-001-01,unset,unset,HC
=17384/8713,XT-LS-00104,XT,LS,00104,AA3,XT-00030-001-01,unset,unset,HC
=17384/8718,XT-LS-00105,XT,LS,00105,AA3,XT-00030-001-01,unset,unset,HC
=17384/8723,XT-LS-00106,XT,LS,00106,AA3,XT-00030-001-01,unset,unset,HC
=17384/8728,XT-LS-02008,XT,LS,02008,AA3,XT-00020-020-01,unset,unset,HC
=17384/8733,XT-LS-03004,XT,LS,03004,AA3,XT-00020-030-01,unset,unset,HC
=17384/8738,XT-LS-04003,XT,LS,04003,AA3,XT-00020-040-01,unset,unset,HC
=17384/8743,XT-LS-10105,XT,LS,10105,AA3,XT-00020-101-01,unset,unset,HC
=17384/8748,XT-LS-10107,XT,LS,10107,AA3,XT-00020-101-01,unset,unset,HC
=17384/8753,XT-LS-10111,XT,LS,10111,AA3,XT-00020-101-01,unset,unset,HC
=17384/8758,XT-LS-10125,XT,LS,10125,AA3,XT-00020-101-03,unset,unset,HC
=17384/8763,XT-LS-10135,XT,LS,10135,AA3,XT-00020-101-04,unset,unset,HC
=17384/8768,XT-LS-10146,XT,LS,10146,AA3,XT-00020-101-05,unset,unset,HC
=17384/8773,XT-LS-10159,XT,LS,10159,AA3,XT-00020-101-01,unset,unset,HC
=17384/8778,XT-LS-10160,XT,LS,10160,AA3,XT-00020-101-01,unset,unset,HC
=17384/8783,XT-LS-10204,XT,LS,10204,AA3,XT-00020-102-01,unset,unset,HC
=17384/8788,XT-LS-10210,XT,LS,10210,AA3,XT-00020-102-01,unset,unset,HC
=17384/8793,XT-LS-10212,XT,LS,10212,AA3,XT-00020-102-01,unset,unset,HC
=17384/8798,XT-LS-10214,XT,LS,10214,AA3,XT-00020-102-02,unset,unset,HC
=17384/8803,XT-LS-10217,XT,LS,10217,AA3,XT-00020-102-02,unset,unset,HC
=17384/8808,XT-LS-10227,XT,LS,10227,AA3,XT-00020-102-03,unset,unset,HC
=17384/8813,XT-LS-10228,XT,LS,10228,AA3,XT-00020-102-03,unset,unset,HC
=17384/8818,XT-LS-10246,XT,LS,10246,AA3,XT-00020-102-05,unset,unset,HC
=17384/8823,XT-LS-10247,XT,LS,10247,AA3,XT-00020-102-05,unset,unset,HC
=17384/8828,XT-LS-10267,XT,LS,10267,AA3,XT-00020-102-04,unset,unset,HC
=17384/8833,XT-LS-20106,XT,LS,20106,AA3,XT-00020-201-01,unset,unset,HC
=17384/8838,XT-LS-20115,XT,LS,20115,AA3,XT-00020-201-01,unset,unset,HC
=17384/8843,XT-LS-20141,XT,LS,20141,AA3,XT-00020-201-04,unset,unset,HC
=17384/8848,XT-LS-20216,XT,LS,20216,AA3,XT-00020-202-01,unset,unset,HC
=17384/8853,XT-LS-20242,XT,LS,20242,AA3,XT-00020-202-04,unset,unset,HC
=17384/8858,XT-LS-20252,XT,LS,20252,AA3,XT-00020-202-04,unset,unset,HC
=17384/8863,XT-LS-20263,XT,LS,20263,AA3,XT-00020-202-02,unset,unset,HC
=17384/8868,XT-LS-20266,XT,LS,20266,AA3,XT-00020-202-02,unset,unset,HC
=17384/8873,XT-LS-20288,XT,LS,20288,AA3,XT-00020-201-02,unset,unset,HC
=17384/8878,XT-LS-20290,XT,LS,20290,AA3,XT-00020-201-02,unset,unset,HC
=17384/8883,XT-LS-30104,XT,LS,30104,AA3,XT-00020-301-02,unset,unset,HC
=17384/8888,XT-LS-30107,XT,LS,30107,AA3,XT-00020-301-02,unset,unset,HC
=17384/8893,XT-LS-30108,XT,LS,30108,AA3,XT-00020-301-02,unset,unset,HC
=17384/8898,XT-LS-30113,XT,LS,30113,AA3,XT-00020-301-01,unset,unset,HC
=17384/8903,XT-LS-30125,XT,LS,30125,AA3,XT-00020-301-03,unset,unset,HC
=17384/8908,XT-LS-30137,XT,LS,30137,AA3,XT-00020-301-04,unset,unset,HC
=17384/8913,XT-LS-30141,XT,LS,30141,AA3,XT-00020-301-04,unset,unset,HC
=17384/8918,XT-LS-30154,XT,LS,30154,AA3,XT-00020-301-05,unset,unset,HC
=17384/8923,XT-LS-30158,XT,LS,30158,AA3,XT-00020-301-05,unset,unset,HC
=17384/8928,XT-LS-30159,XT,LS,30159,AA3,XT-00020-301-05,unset,unset,HC
=17384/8933,XT-LS-30176,XT,LS,30176,AA3,XT-00020-301-06,unset,unset,HC
=17384/8938,XT-LS-30179,XT,LS,30179,AA3,XT-00020-301-06,unset,unset,HC
=17384/8943,XT-LS-30206,XT,LS,30206,AA3,XT-00020-302-01,unset,unset,HC
=17384/8948,XT-LS-30211,XT,LS,30211,AA3,XT-00020-302-01,unset,unset,HC
=17384/8953,XT-LS-30237,XT,LS,30237,AA3,XT-00020-302-02,unset,unset,HC
=17384/8958,XT-LS-30239,XT,LS,30239,AA3,XT-00020-302-02,unset,unset,HC
=17384/8963,XT-LS-30243,XT,LS,30243,AA3,XT-00020-302-02,unset,unset,HC
=17384/8968,XT-LS-30247,XT,LS,30247,AA3,XT-00020-302-03,unset,unset,HC
=17384/8973,XT-LS-30250,XT,LS,30250,AA3,XT-00020-302-03,unset,unset,HC
