refno,tag,unit,fluid,seq,spec,pid,strlvl,cnote,insulation
=17384/10485,XT-PW-20289,XT,PW,20289,AA3D,XT-00020-201-02,unset,unset,NT
=17384/10490,XT-SP-03011,XT,SP,03011,AA3,XT-00020-030-01,unset,unset,NT
=17384/10495,XT-SP-03012,XT,SP,03012,AA3,XT-00020-030-01,unset,unset,TL
=17384/10500,XT-SP-03013,XT,SP,03013,AA3,XT-00020-030-01,unset,unset,TL
=17384/10505,XT-SP-10167,XT,SP,10167,AA3,XT-00020-101-02,unset,unset,NT
=17384/10510,XT-SP-10168,XT,SP,10168,AA3,XT-00020-101-02,unset,unset,TL
=17384/10515,XT-SP-10172,XT,SP,10172,AA3,XT-00020-101-03,unset,unset,EP
=17384/10520,XT-SP-10173,XT,SP,10173,AA3,XT-00020-101-03,unset,unset,EP
=17384/10525,XT-SP-10174,XT,SP,10174,AA3,XT-00020-101-04,unset,unset,EP
=17384/10530,XT-SP-10175,XT,SP,10175,AA3,XT-00020-101-04,unset,unset,EP
=17384/10535,XT-SP-10176,XT,SP,10176,AA3,XT-00020-101-05,unset,unset,TL
=17384/10540,XT-SP-10177,XT,SP,10177,AA3,XT-00020-101-05,unset,unset,TL
=17384/10545,XT-SP-10274,XT,SP,10274,AA3,XT-00020-102-01,unset,unset,TL
=17384/10550,XT-SP-10275,XT,SP,10275,AA3,XT-00020-102-01,unset,unset,TL
=17384/10555,XT-SP-10276,XT,SP,10276,AA3,XT-00020-102-02,unset,unset,TL
=17384/10560,XT-SP-10277,XT,SP,10277,AA3,XT-00020-102-02,unset,unset,TL
=17384/10565,XT-SP-10280,XT,SP,10280,AA3,XT-00020-102-03,unset,unset,TL
=17384/10570,XT-SP-10281,XT,SP,10281,AA3,XT-00020-102-03,unset,unset,TL
=17384/10575,XT-SP-10282,XT,SP,10282,AA3,XT-00020-102-05,unset,unset,TL
=17384/10580,XT-SP-10283,XT,SP,10283,AA3,XT-00020-102-05,unset,unset,TL
=17384/10585,XT-SP-10312,XT,SP,10312,AA3,XT-00020-103-01,unset,unset,NT
=17384/10590,XT-SP-10313,XT,SP,10313,AA3,XT-00020-103-01,unset,unset,NT
=17384/10595,XT-SP-20119,XT,SP,20119,AA3,XT-00020-201-01,unset,unset,NT
=17384/10600,XT-SP-20159,XT,SP,20159,AA3,XT-00020-201-01,unset,unset,NT
=17384/10605,XT-SP-20202,XT,SP,20202,AA3,XT-00020-202-04,unset,unset,NT
=17384/10610,XT-SP-20217,XT,SP,20217,AA3,XT-00020-202-04,unset,unset,NT
=17384/10615,XT-SP-30111,XT,SP,30111,AA3,XT-00020-301-02,unset,unset,TL
=17384/10620,XT-SP-30119,XT,SP,30119,AA3,XT-00020-301-02,unset,unset,TL
=17384/10625,XT-SP-30121,XT,SP,30121,AA3,XT-00020-301-03,unset,unset,TL
=17384/10630,XT-SP-30122,XT,SP,30122,AA3,XT-00020-301-03,unset,unset,TL
=17384/10635,XT-SP-30171,XT,SP,30171,AA3,XT-00020-301-04,unset,unset,NT
=17384/10640,XT-SP-30172,XT,SP,30172,AA3,XT-00020-301-04,unset,unset,TL
=17384/10645,XT-SP-30187,XT,SP,30187,AA3,XT-00020-301-04,unset,unset,TL
=17384/10650,XT-SP-30190,XT,SP,30190,AA3,XT-00020-301-04,unset,unset,NT
=17384/10655,XT-SP-30191,XT,SP,30191,AA3,XT-00020-301-04,unset,unset,NT
=17384/10660,XT-SP-30192,XT,SP,30192,AA3,XT-00020-301-06,unset,unset,TL
=17384/10665,XT-SP-30193,XT,SP,30193,AA3,XT-00020-301-06,unset,unset,TL
=17384/10670,XT-SP-30194,XT,SP,30194,AA3,XT-00020-301-04,unset,unset,NT
=17384/10675,XT-SP-30201,XT,SP,30201,AA3,XT-00020-302-01,unset,unset,NT
=17384/10680,XT-SP-30207,XT,SP,30207,AA3,XT-00020-302-01,unset,unset,NT
=17384/10685,XT-SP-30223,XT,SP,30223,AA3,XT-00020-302-01,unset,unset,NT
=17384/10690,XT-SP-30224,XT,SP,30224,AA3,XT-00020-302-01,unset,unset,NT
=17384/10695,XT-SP-30234,XT,SP,30234,AA3,XT-00020-302-01,unset,unset,NT
=17384/10700,XT-SP-30235,XT,SP,30235,AA3,XT-00020-302-01,unset,unset,NT
=17384/10705,XT-SP-30267,XT,SP,30267,AA3,XT-00020-302-03,unset,unset,TL
=17384/10710,XT-SP-30268,XT,SP,30268,AA3,XT-00020-302-03,unset,unset,TL
=17384/10715,XT-SP-40112,XT,SP,40112,AA3,XT-00020-401-01,unset,unset,TL
=17384/10720,XT-SP-40191,XT,SP,40191,AA3,XT-00020-401-02,unset,unset,TL
=17384/10725,XT-SP-40192,XT,SP,40192,AA3,XT-00020-401-02,unset,unset,TL
=17384/10730,XT-SP-40193,XT,SP,40193,AA3,XT-00020-401-03,unset,unset,TL
=17384/10735,XT-SP-40194,XT,SP,40194,AA3,XT-00020-401-03,unset,unset,TL
=17384/10740,XT-SP-40195,XT,SP,40195,AA3,XT-00020-401-03,unset,unset,TL
=17384/10745,XT-SP-40196,XT,SP,40196,AA3,XT-00020-401-03,unset,unset,TL
=17384/10750,XT-SP-40197,XT,SP,40197,AA3,XT-00020-401-03,unset,unset,TL
=17384/10755,XT-SP-40198,XT,SP,40198,AA3,XT-00020-401-03,unset,unset,TL
=17384/10760,XT-SP-40199,XT,SP,40199,AA3,XT-00020-401-04,unset,unset,TL
=17384/10765,XT-SP-40266,XT,SP,40266,AA3,XT-00020-402-01,unset,unset,HC
=17384/10770,XT-SP-40267,XT,SP,40267,AA3,XT-00020-402-01,unset,unset,NT
=17384/10775,XT-SP-40268,XT,SP,40268,AA3,XT-00020-402-02,unset,unset,NT
=17384/10780,XT-SP-40269,XT,SP,40269,AA3,XT-00020-402-02,unset,unset,HC
=17384/10785,XT-SP-40270,XT,SP,40270,AA3,XT-00020-402-03,unset,unset,NT
=17384/10790,XT-SP-40271,XT,SP,40271,AA3,XT-00020-402-03,unset,unset,NT
=17384/10795,XT-TW-00501,XT,TW,00501,AJA,XT-00030-005-01,unset,unset,unset
=17384/10800,XT-TW-01006,XT,TW,01006,AJA,XT-00020-010-01,unset,unset,NT
=17384/10805,XT-TW-02002,XT,TW,02002,AJA,XT-00020-020-01,unset,unset,NT
=17384/10810,XT-TW-10165,XT,TW,10165,AJA,XT-00020-101-06,unset,unset,NT
=17384/10815,XT-TW-20128,XT,TW,20128,AJA,XT-00020-201-03,unset,unset,NT
=17384/10820,XT-TW-20213,XT,TW,20213,AJA,XT-00020-202-01,unset,unset,NT
=17384/10825,XT-TW-20267,XT,TW,20267,AA3D,XT-00020-202-02,unset,unset,NT
=17384/10830,XT-TW-20276,XT,TW,20276,AJA,XT-00020-202-03,unset,unset,NT
=17384/10835,XT-TW-20281,XT,TW,20281,AJA,XT-00020-202-03,unset,unset,NT
=17384/10840,XT-TW-20285,XT,TW,20285,AJA,XT-00020-202-04,unset,unset,NT
=17384/10845,XT-TW-30291,XT,TW,30291,AJA,XT-00020-302-04,unset,unset,NT
=17384/10850,XT-TW-40128,XT,TW,40128,AJA,XT-00020-401-03,unset,unset,NT
=17384/10855,XT-TW-40129,XT,TW,40129,AJA,XT-00020-401-03,unset,unset,NT
=17384/10860,XT-TW-40141,XT,TW,40141,AJA,XT-00020-401-03,unset,unset,NT
=17384/10865,XT-TW-40142,XT,TW,40142,AJA,XT-00020-401-03,unset,unset,NT
=17384/10870,XT-TW-40154,XT,TW,40154,AJA,XT-00020-401-03,unset,unset,NT
=17384/10875,XT-TW-40155,XT,TW,40155,AJA,XT-00020-401-03,unset,unset,NT
=17384/10880,XT-TW-40167,XT,TW,40167,AJA,XT-00020-401-04,unset,unset,NT
=17384/10885,XT-TW-40168,XT,TW,40168,AJA,XT-00020-401-04,unset,unset,NT
=17384/10890,XT-TW-40213,XT,TW,40213,AJA,XT-00020-402-01,unset,unset,NT
=17384/10895,XT-TW-40229,XT,TW,40229,AJA,XT-00020-402-02,unset,unset,NT
=17384/10900,XT-TWR-30263,XT,TWR,30263,AA3D,XT-00020-302-04,unset,unset,NT
=17384/10905,XT-TWS-30264,XT,TWS,30264,AA3D,XT-00020-302-04,unset,unset,NT
=17384/10910,XT-WW-03006,XT,WW,03006,AA3D,XT-00020-030-01,unset,unset,NT
=17384/10915,XT-WW-03007,XT,WW,03007,AA3D,XT-00020-030-01,unset,unset,NT
=17384/10920,XT-WW-03008,XT,WW,03008,AA3D,XT-00020-030-01,unset,unset,NT
=17384/10925,XT-WW-10118,XT,WW,10118,PT16,XT-00020-101-06,unset,unset,HC
=17384/10930,XT-WW-10120,XT,WW,10120,PT16,XT-00020-101-03,unset,unset,HC
=17384/10935,XT-WW-10121,XT,WW,10121,PT16,XT-00020-101-03,unset,unset,HC
=17384/10940,XT-WW-10130,XT,WW,10130,PT16,XT-00020-101-04,unset,unset,HC
=17384/10945,XT-WW-10131,XT,WW,10131,PT16,XT-00020-101-04,unset,unset,HC
=17384/10950,XT-WW-10140,XT,WW,10140,PT16,XT-00020-101-05,unset,unset,HC
=17384/10955,XT-WW-10141,XT,WW,10141,PT16,XT-00020-101-05,unset,unset,HC
=17384/10960,XT-WW-10149,XT,WW,10149,PT16,XT-00020-101-05,unset,unset,HC
=17384/10965,XT-WW-10152,XT,WW,10152,PT16,XT-00020-101-06,unset,unset,EP
=17384/10970,XT-WW-10153,XT,WW,10153,PT16,XT-00020-101-06,unset,unset,EP
=17384/10975,XT-WW-10244,XT,WW,10244,AKA,XT-00020-102-05,unset,unset,TL
=17384/10980,XT-WW-10255,XT,WW,10255,AKA,XT-00020-102-05,unset,unset,NT
=17384/10985,XT-WW-10284,XT,WW,10284,AKA,XT-00020-102-05,unset,unset,NT
=17384/10990,XT-WW-10309,XT,WW,10309,PT16,XT-00020-103-01,unset,unset,HC
=17384/10995,XT-WW-10310,XT,WW,10310,PT16,XT-00020-103-01,unset,unset,HC
=17384/11000,XT-WW-20136,XT,WW,20136,AKA,XT-00020-201-03,unset,unset,TL
=17384/11005,XT-WW-20137,XT,WW,20137,AKA,XT-00020-201-03,unset,unset,TL
=17384/11010,XT-WW-20138,XT,WW,20138,AKA,XT-00020-201-03,unset,unset,TL
=17384/11015,XT-WW-20246,XT,WW,20246,AA3,XT-00020-202-01,unset,unset,TL
=17384/11020,XT-WW-20247,XT,WW,20247,AA3,XT-00020-202-01,unset,unset,TL
=17384/11025,XT-WW-20248,XT,WW,20248,AA3,XT-00020-202-01,unset,unset,TL
=17384/11030,XT-WW-20257,XT,WW,20257,AJA,XT-00020-202-04,unset,unset,NT
=17384/11035,XT-WW-20262,XT,WW,20262,AJA,XT-00020-202-04,unset,unset,NT
=17384/11040,XT-WW-20265,XT,WW,20265,AA3,XT-00020-202-02,unset,unset,NT
=17384/11045,XT-WW-20268,XT,WW,20268,AA3,XT-00020-202-02,unset,unset,TL
=17384/11050,XT-WW-20270,XT,WW,20270,AA3,XT-00020-202-02,unset,unset,TL
=17384/11055,XT-WW-20277,XT,WW,20277,AA3D,XT-00020-202-03,unset,unset,NT
=17384/11060,XT-WW-20282,XT,WW,20282,AA3,XT-00020-202-03,unset,unset,TL
=17384/11065,XT-WW-20283,XT,WW,20283,AA3,XT-00020-202-03,unset,unset,TL
=17384/11070,XT-WW-30175,XT,WW,30175,AKA,XT-00020-301-06,unset,unset,NT
=17384/11075,XT-WW-30251,XT,WW,30251,AKA,XT-00020-302-03,unset,unset,NT
=17384/11080,XT-WW-30265,XT,WW,30265,AJA,XT-00020-302-04,unset,unset,NT
=17384/11085,XT-WW-30269,XT,WW,30269,AA3,XT-00020-302-04,unset,unset,NT
=17384/11090,XT-WW-40241,XT,WW,40241,AKA,XT-00020-402-03,unset,unset,NT
=17384/11095,XT-WW-40246,XT,WW,40246,AKA,XT-00020-402-03,unset,unset,NT
=17384/11100,XT-WW-40251,XT,WW,40251,AA3,XT-00020-402-01,unset,unset,TL
=17384/11105,XT-WW-40252,XT,WW,40252,AA3,XT-00020-402-01,unset,unset,TL
=17384/11110,XT-WW-40253,XT,WW,40253,AA3,XT-00020-402-02,unset,unset,TL
=17384/11115,XT-WW-40254,XT,WW,40254,AA3,XT-00020-402-02,unset,unset,TL
=17384/11738,XT-WW-40272,XT,WW,40272,AKA,XT-00020-402-03,unset,unset,NT
=17384/37480,VO-SP-00902,VO,SP,00902,AA3,VO-00020-009-1,unset,unset,NT
=17384/37490,VO-P-01219,VO,P,01219,DA5W,VO-00020-012-1,unset,unset,TE
=17384/37526,VO-SP-01406,VO,SP,01406,AA3,VO-00020-014-1,unset,unset,NT
=17384/37536,VO-AW-01406,VO,AW,01406,AA3,VO-00020-014-1,unset,unset,NT
=17384/37546,VO-AW-02503,VO,AW,02503,AA3,VO-00020-025-1,unset,unset,NT
=17384/37556,VO-SP-02502,VO,SP,02502,AA3,VO-00020-025-1,unset,unset,NT
=17384/37566,VO-SP-02706,VO,SP,02706,AA3,VO-00020-027-1,unset,unset,NT
=17384/37576,VO-AW-02702,VO,AW,02702,AA3,VO-00020-027-1,unset,unset,NT
=17384/37586,VO-SP-03010,VO,SP,03010,AA3,VO-00020-030-1,unset,unset,NT
=17384/37596,VO-AW-03002,VO,AW,03002,AA3,VO-00020-030-1,unset,unset,NT
=17384/37734,VO-SP-00401,VO,SP,00401,AA3,VO-00020-004-1,unset,unset,NT
=17384/37744,VO-WO-00401,VO,WO,00401,AA3,VO-00020-004-1,unset,unset,NT
=17384/37754,VO-SP-00606,VO,SP,00606,AA3,VO-00020-006-1,unset,unset,NT
=17384/43137,VO-PA-10001,VO,PA,10001,AA3D,VO-00030-100-1,unset,unset,NT
=17384/44552,VO-CW-00903,VO,CW,00903,BA3D,VO-00020-009-1,unset,unset,NT
=17384/44557,VO-CW-00904,VO,CW,00904,BA3D,VO-00020-009-1,unset,unset,NT
=17384/45566,VO-P-01522,VO,P,01522,AA5WH,VO-00020-015-1,unset,unset,TL
=17384/46090,VO-SP-00607,VO,SP,00607,AA3,VO-00020-006-1,unset,unset,NT
=17384/46128,VO-IL-03308,VO,IL,03308,DJA,VO-00020-033-1,unset,unset,NT
=17384/46172,VO-SP-03201,VO,SP,03201,AA3,VO-00020-032-1,unset,unset,NT
=17384/46192,VO-SP-03202,VO,SP,03202,AA3,VO-00020-032-1,unset,unset,NT
=17384/50019,VO-LC-01101,VO,LC,01101,DA3,VO-00020-011-1,unset,unset,NT
=17384/50039,VO-LC-01104,VO,LC,01104,DA3,VO-00020-011-1,unset,unset,NT
=25576/81,VO-AD-01001,VO,AD,01001,AA6M,VO-00020-010-1,unset,unset,NT
=25576/1804,VO-P-03017,VO,P,03017,AA5,VO-00020-030-1,unset,unset,NT
=25576/1854,VO-P-01523,VO,P,01523,AA5WH,VO-00020-015-1,unset,unset,TL
=33768/3,VO-P-01112,VO,P,01112,DA3,VO-00020-011-1,unset,unset,NT
=33768/29,VO-P-01113,VO,P,01113,DA3,VO-00020-011-1,unset,unset,NT
=33768/49,VO-LC-01103,VO,LC,01103,AA3,VO-00020-011-1,unset,unset,NT
=33768/71,VO-LC-01102,VO,LC,01102,AA3,VO-00020-011-1,unset,unset,PP
=33768/849,VO-P-03111,VO,P,03111,AA3,VO-00020-031-1,unset,unset,NT
